privName,PrivCount
com.seedlabs.bohemian.permission.C2D_MESSAGE,1
com.seedlabs.bohemian.provider_permission,1
com.seedlabs.boonstock.permission.C2D_MESSAGE,1
com.seedlabs.boonstock.provider_permission,1
com.seedlabs.nwa.permission.C2D_MESSAGE,1
com.seeroo.qrook.permission.C2D_MESSAGE,1
com.seethru.layout.permission.C2D_MESSAGE,1
com.selectiveapps.selectiveapps7e987fe1b2a8.permission.C2D_MESSAGE,1
com.selered.valenfutbol.MAPS_RECEIVE,1
com.selered.valenfutbol.permission.C2D_MESSAGE,1
com.selibas.testapplication.permission.MAPS_RECEIVE,1
com.semaphore.login.permission.C2D_MESSAGE,1
com.semarac.android.pfc.permission.C2D_MESSAGE,1
com.sencha.test.permission.C2D_MESSAGE,1
com.sendfakeemails.anon.permission.C2D_MESSAGE,1
com.sergiysatill.porsche911cabriolethdlwp.permission.C2D_MESSAGE,1
com.sergiysatill.porsche911carrera4shdlwp.permission.C2D_MESSAGE,1
com.sergiysatill.porscheboxstershdlwp.permission.C2D_MESSAGE,1
com.servtified.galaxys4wallpapers.permission.C2D_MESSAGE,1
com.settlerswi.grip.permission.C2D_MESSAGE,1
com.sevencentric.gonawazgo.permission.C2D_MESSAGE,1
com.sevenprinciples.nordlb.permission.C2D_MESSAGE,1
com.seya.plugmusic.permission.WIDGET_THEME,1
com.sfglobe.sfg.permission.C2D_MESSAGE,1
com.sh7400.noriapp.permission.C2D_MESSAGE,1
com.sharedfunctionssoftware.wFamilyStudyQuiz.permission.C2D_MESSAGE,1
com.sharkclubgaming.dawgs.permission.C2D_MESSAGE,1
com.sharkparty.slots.permission.C2D_MESSAGE,1
com.sharks.killers.permission.C2D_MESSAGE,1
com.sharonframespeaks.com.sharonframecnn.permission.C2D_MESSAGE,1
com.sharonframespeaks.com.sharonframecnn.permission.MAPS_RECEIVE,1
com.sharpcast.sugarsync.PERMISSION_SUGARSYNC_SERVICE,1
com.sheppartonyouthclub.permission.C2D_MESSAGE,1
com.shericsapps.thephilly4.permission.C2D_MESSAGE,1
com.sherpa.dma2012.permission.C2D_MESSAGE,1
com.sherpa.gis2013.permission.C2D_MESSAGE,1
com.sherpa.ibslv2013.permission.C2D_MESSAGE,1
com.sherpa.imatsny2013.permission.C2D_MESSAGE,1
com.sherpa.ise2013.permission.C2D_MESSAGE,1
com.shilladutyfree.permission.C2D_MESSAGE,1
com.shinhancard.smartshinhan.mini.permission.C2D_MESSAGE,1
com.shoong.study.eduword.cp.voca.Permission.WRITE,1
com.shoong.study.eduword.permission.C2D_MESSAGE,1
com.shopamani.mudo.permission.C2D_MESSAGE,1
com.shopfreephone.permission.C2D_MESSAGE,1
com.shopgate.android.app10150.permission.C2D_MESSAGE,1
com.shopgate.android.app10346.permission.C2D_MESSAGE,1
com.shopgate.android.app10456.permission.C2D_MESSAGE,1
com.shopgate.android.app10459.permission.C2D_MESSAGE,1
com.shopgate.android.app10473.permission.C2D_MESSAGE,1
com.shopgate.android.app10478.permission.C2D_MESSAGE,1
com.shopgate.android.app10562.permission.C2D_MESSAGE,1
com.shopgate.android.app10786.permission.C2D_MESSAGE,1
com.shopgate.android.app10833.permission.C2D_MESSAGE,1
com.shopgate.android.app10959.permission.C2D_MESSAGE,1
com.shopgate.android.app10974.permission.C2D_MESSAGE,1
com.shopgate.android.app10984.permission.C2D_MESSAGE,1
com.shopgate.android.app11024.permission.C2D_MESSAGE,1
com.shopgate.android.app11078.permission.C2D_MESSAGE,1
com.shopgate.android.app11213.permission.C2D_MESSAGE,1
com.shopgate.android.app11364.permission.C2D_MESSAGE,1
com.shopgate.android.app11758.permission.C2D_MESSAGE,1
com.shopgate.android.app11849.permission.C2D_MESSAGE,1
com.shopgate.android.app11860.permission.C2D_MESSAGE,1
com.shopgate.android.app11976.permission.C2D_MESSAGE,1
com.shopgate.android.app11989.permission.C2D_MESSAGE,1
com.shopgate.android.app11990.permission.C2D_MESSAGE,1
com.shopgate.android.app12063.permission.C2D_MESSAGE,1
com.shopgate.android.app12168.permission.C2D_MESSAGE,1
com.shopgate.android.app12269.permission.C2D_MESSAGE,1
com.shopgate.android.app12272.permission.C2D_MESSAGE,1
com.shopgate.android.app12673.permission.C2D_MESSAGE,1
com.shopgate.android.app12696.permission.C2D_MESSAGE,1
com.shopgate.android.app12742.permission.C2D_MESSAGE,1
com.shopgate.android.app12966.permission.C2D_MESSAGE,1
com.shopgate.android.app12976.permission.C2D_MESSAGE,1
com.shopgate.android.app13008.permission.C2D_MESSAGE,1
com.shopgate.android.app13027.permission.C2D_MESSAGE,1
com.shopgate.android.app13042.permission.C2D_MESSAGE,1
com.shopgate.android.app13048.permission.C2D_MESSAGE,1
com.shopgate.android.app13095.permission.C2D_MESSAGE,1
com.shopgate.android.app13107.permission.C2D_MESSAGE,1
com.shopgate.android.app13133.permission.C2D_MESSAGE,1
com.shopgate.android.app13161.permission.C2D_MESSAGE,1
com.shopgate.android.app13174.permission.C2D_MESSAGE,1
com.shopgate.android.app13227.permission.C2D_MESSAGE,1
com.shopgate.android.app13281.permission.C2D_MESSAGE,1
com.shopgate.android.app13303.permission.C2D_MESSAGE,1
com.shopgate.android.app13356.permission.C2D_MESSAGE,1
com.shopgate.android.app13623.permission.C2D_MESSAGE,1
com.shopgate.android.app14606.permission.C2D_MESSAGE,1
com.shoping.android.permission.MAPS_RECEIVE,1
com.shopography.android.permission.C2D_MESSAGE,1
com.shoppingplus.fidelitycard.MAPS_RECEIVE,1
com.shoutem.n22899.permission.C2D_MESSAGE,1
com.shoutem.n243545.permission.C2D_MESSAGE,1
com.shoutem.n348142.permission.C2D_MESSAGE,1
com.shoutem.n395551.permission.C2D_MESSAGE,1
com.shoutem.n41598.permission.C2D_MESSAGE,1
com.shoutem.n633010.permission.C2D_MESSAGE,1
com.shoutmd.www.permission.C2D_MESSAGE,1
com.shsh.android.atakephone.iBarContentProvider.READ,1
com.shukyakudoor.android.oshiageguide.permission.C2D_MESSAGE,1
com.shuvic.alumni.cheongjo15.permission.C2D_MESSAGE,1
com.shuvic.alumni.ysarch.permission.C2D_MESSAGE,1
com.shuvic.portal.okdongchang.permission.C2D_MESSAGE,1
com.sid.sidsalabamaslammer.permission.C2D_MESSAGE,1
com.sid.sidsfreecoinrealsteel.permission.C2D_MESSAGE,1
com.sidefeed.TCViewer.permission.C2D_MESSAGE,1
com.sigfig.core.Crittercism,1
com.sigfig.library.datalayer.Crittercism,1
com.sigfig.library.uilayer.widget.provider,1
com.sigfig.sigfig.permission.C2D_MESSAGE,1
com.sigma.pizarra.target.uva.permission.C2D_MESSAGE,1
com.sigmaphone.topmedfree.permission.C2D_MESSAGE,1
com.signity.bhaktisagar.permission.C2D_MESSAGE,1
com.silestone.permission.MAPS_RECEIVE,1
com.silice.ocu.permission.C2D_MESSAGE,1
com.silvercrk.spades_free.permission.C2D_MESSAGE,1
com.silvertree.cordy2.permission.C2D_MESSAGE,1
com.simplepie.simplepie.permission.C2D_MESSAGE,1
com.simpletictacto.permission.C2D_MESSAGE,1
com.simplymobi.tasktracker.C2D_MESSAGE,1
com.simpson3d.OfferingAppTest.permission.C2D_MESSAGE,1
com.simrge.mpassbook.permission.MAPS_RECEIVE,1
com.simtech.thinkwise.prof.permission.C2D_MESSAGE,1
com.simulatorexpertstudio.boeing.virtual.flight.permission.C2D_MESSAGE,1
com.sina.permission.SINA_PUSH,1
com.sincerely.android.ink.permission.C2D_MESSAGE,1
com.singapore.buddhist.society.kmspks.chinese.permission.C2D_MESSAGE,1
com.sintegal.linternaSolidaria.permission.C2D_MESSAGE,1
com.sionpac.app.SinoPac.permission.C2D_MESSAGE,1
com.sionpac.app.SinoPac.permission.MAPS_RECEIVE,1
com.siri.acupressuremassage.permission.C2D_MESSAGE,1
com.sitytour.sitygis.LOCKED_ACTIVITIES,1
com.siulun.RoadSnapshot.permission.MAPS_RECEIVE,1
com.sixnology.WPS_IP.permission.C2D_MESSAGE,1
com.sixnology.timely.permission.C2D_MESSAGE,1
com.sixnology.timely.permission.MAPS_RECEIVE,1
com.sixpackabs.appname.permission.C2D_MESSAGE,1
com.sixpackblack.sixpackabsworkout.permission.C2D_MESSAGE,1
com.sixthgrade.permission.C2D_MESSAGE,1
com.sixwaves.strikefleetomega.permission.C2D_MESSAGE,1
com.sjInnovation.tpt.permission.C2D_MESSAGE,1
com.sjmameden.noriapp.permission.C2D_MESSAGE,1
com.skandisoftware.menucard.permission.MAPS_RECEIVE,1
com.skcam.skcam_01_37.permission.C2D_MESSAGE,1
com.skcam.skcam_01_38.permission.C2D_MESSAGE,1
com.skeeble.app110.permission.C2D_MESSAGE,1
com.skill.zod.permission.C2D_MESSAGE,1
com.skiplan.valthorens.permission.C2D_MESSAGE,1
com.skiplan.valthorens.permission.MAPS_RECEIVE,1
com.skoolbag.clcbj.permission.C2D_MESSAGE,1
com.skoolbag.colacsouthwest.permission.C2D_MESSAGE,1
com.skoolbag.holyspiritcsc.permission.C2D_MESSAGE,1
com.skoolbag.mariancck.permission.C2D_MESSAGE,1
com.skoolbag.mountkemblaps.permission.C2D_MESSAGE,1
com.skoolbag.msbch.permission.C2D_MESSAGE,1
com.skoolbag.sjelst.permission.C2D_MESSAGE,1
com.skoolbag.stjoeystenterfield.permission.C2D_MESSAGE,1
com.skoolbag.stjoeysweewaa.permission.C2D_MESSAGE,1
com.skoolbag.stpatsgeelongwest.permission.C2D_MESSAGE,1
com.skoolbag.westleedervilleps.permission.C2D_MESSAGE,1
com.skoolbag.westporths.permission.C2D_MESSAGE,1
com.skoolbag.wondaisss.permission.C2D_MESSAGE,1
com.skoolbag.woywoyps.permission.C2D_MESSAGE,1
com.skoolbag.woywoysouthps.permission.C2D_MESSAGE,1
com.skoolbag.yaleps.permission.C2D_MESSAGE,1
com.skoolbag.yangebupps.permission.C2D_MESSAGE,1
com.skoolbag.yarrambatps.permission.C2D_MESSAGE,1
com.skoolbag.yarrawongap12.permission.C2D_MESSAGE,1
com.skoolbag.yarrungaps.permission.C2D_MESSAGE,1
com.skoolbag.yeahs.permission.C2D_MESSAGE,1
com.skopeo.afartn.permission.C2D_MESSAGE,1
com.skopeo.immotn.permission.C2D_MESSAGE,1
com.skopeo.tgann.permission.C2D_MESSAGE,1
com.skqow.dasom.permission.C2D_MESSAGE,1
com.skqow.envystory.permission.C2D_MESSAGE,1
com.skqow.gmblind.permission.C2D_MESSAGE,1
com.skqow.solpension.permission.C2D_MESSAGE,1
com.skqow.toheavenps.permission.C2D_MESSAGE,1
com.sksq.permission.C2D_MESSAGE,1
com.skt.prod.dialer.provider.ACCESS_DATA,1
com.skt.prod.phonebook.permission.AOM_MESSAGE,1
com.skt.prod.phonebook.permission.C2D_MESSAGE,1
com.skt.smartbill.permission.LIST_REFRESH,1
com.skubit.BILLING,1
com.skyblue.pra.wned.permission.MAPS_RECEIVE,1
com.skyblue.pra.wvxu.permission.MAPS_RECEIVE,1
com.skyboard.google.easterBunnyRun.permission.C2D_MESSAGE,1
com.skyproductivity.android.mobiletracker.mod.permission.MAPS_RECEIVE,1
com.slk.quizcraze.music.permission.C2D_MESSAGE,1
com.slovoed.dictionaries.permission.C2D_MESSAGE,1
com.sloy.sevibus3.permission.MAPS_RECEIVE,1
com.smallagent.permission.C2D_MESSAGE,1
com.smart_valleys.kuki.permission.C2D_MESSAGE,1
com.smart_valleys.mission.permission.C2D_MESSAGE,1
com.smartandroidapps.audiowidgetpro.permission.AUDIOMANAGER_API,1
com.smartappys.waterfordbusinessgroup.permission.C2D_MESSAGE,1
com.smartcity.permission.MAPS_RECEIVE,1
com.smartcomz.matetree.permission.C2D_MESSAGE,1
com.smarteragent.android.ghbr.permission.MAPS_RECEIVE,1
com.smarteragent.android.kwrmih.permission.MAPS_RECEIVE,1
com.smarteragent.android.mris.permission.MAPS_RECEIVE,1
com.smarteragent.android.permission.MAPS_RECEIVE,1
com.smartone.launcher2.permission.READ_SETTINGS,1
com.smartrunner.permission.MAPS_RECEIVE,1
com.smartsm.smart_12_13_n.permission.C2D_MESSAGE,1
com.smartsm.smart_12_20_n.permission.C2D_MESSAGE,1
com.smartsm.smart_13_14_n.permission.C2D_MESSAGE,1
com.smartsm.smart_13_23_n.permission.C2D_MESSAGE,1
com.smartsm.smart_13_34_n.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_03.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_06.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_07.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_20.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_31.permission.C2D_MESSAGE,1
com.smartsm10.smart_10_36.permission.C2D_MESSAGE,1
com.smartsm11.smart_11_16.permission.C2D_MESSAGE,1
com.smartsm11.smart_11_37.permission.C2D_MESSAGE,1
com.smartsm5.smart_5_293.permission.C2D_MESSAGE,1
com.smartsm9.smart_9_06.permission.C2D_MESSAGE,1
com.smartwon.anacli.permission.C2D_MESSAGE,1
com.smeshariki.kikoriki.permission.C2D_MESSAGE,1
com.smi.goprn.permission.C2D_MESSAGE,1
com.smma.limoservice.permission.C2D_MESSAGE,1
com.smouking.activity.berdiansk.permission.MAPS_RECEIVE,1
com.smrmc.worldlink.googlemapsv2.support.permission.MAPS_RECEIVE,1
com.smsBlocker.permission.C2D_MESSAGE,1
com.smule.songify.permission.C2D_MESSAGE,1
com.snaplion.dressedhk.permission.C2D_MESSAGE,1
com.snaplion.dressedhk.permission.MAPS_RECEIVE,1
com.snaplion.forge.permission.C2D_MESSAGE,1
com.snaplion.forge.permission.MAPS_RECEIVE,1
com.snaplion.iefappathon.permission.C2D_MESSAGE,1
com.snaplion.iefappathon.permission.MAPS_RECEIVE,1
com.snaplion.punditz.permission.C2D_MESSAGE,1
com.snaplion.punditz.permission.MAPS_RECEIVE,1
com.snaplion.socialmixer.permission.C2D_MESSAGE,1
com.snaplion.socialmixer.permission.MAPS_RECEIVE,1
com.snaps23.android.permission.C2D_MESSAGE,1
com.snapstar.android.permission.C2D_MESSAGE,1
com.snda.youni.permission.READ_YOUNI,1
com.snda.youni.permission.WRITE_YOUNI,1
com.snp.permission.C2D_MESSAGE,1
com.snrblabs.grooveip.permission.C2D_MESSAGE,1
com.snrblabs.grooveip.permission.RECEIVE_ADM_MESSAGE,1
com.soccernumber10.permission.C2D_MESSAGE,1
com.socialcamp1.socialcamp_01_32.permission.C2D_MESSAGE,1
com.socialcamp1.socialcamp_01_33.permission.C2D_MESSAGE,1
com.socialcamp1.socialcamp_01_37.permission.C2D_MESSAGE,1
com.socialfriendzy.permission.C2D_MESSAGE,1
com.socialgpt.myrewards.permission.C2D_MESSAGE,1
com.socialnmobile.colordict.permission.COLORDICT,1
com.socialquantum.acityint.permission.C2D_MESSAGE,1
com.socialshare.weacceptcoin.permission.C2D_MESSAGE,1
com.socialstar.followergram.permission.C2D_MESSAGE,1
com.socialyuppiesnightlife.socialyuppiesnightlife.permission.C2D_MESSAGE,1
com.socroft.things.permission.C2D_MESSAGE,1
com.sof.revise.permission.C2D_MESSAGE,1
com.softonic.moba.permission.C2D_MESSAGE,1
com.softpauer.v8timingapp2014.basic.permission.C2D_MESSAGE,1
com.softpub.poolza.permission.C2D_MESSAGE,1
com.softwaysolutions.ninespirit.permission.C2D_MESSAGE,1
com.softwaysolutions.scrantonpenguins.permission.C2D_MESSAGE,1
com.softzen.portriss2.ozstore.permission.C2D_MESSAGE,1
com.sohagame.sg54.permission.C2D_MESSAGE,1
com.sohagame.sg54.permission.JPUSH_MESSAGE,1
com.sohomob.battlefindthedifference2.permission.C2D_MESSAGE,1
com.sohomob.happyrainbow.permission.C2D_MESSAGE,1
com.sol90.lancemobile.permission.C2D_MESSAGE,1
com.solitaireandspider.permission.C2D_MESSAGE,1
com.sololearn.htmltrial.permission.C2D_MESSAGE,1
com.sololearn.java.permission.C2D_MESSAGE,1
com.sololearn.javascript.permission.C2D_MESSAGE,1
com.sololearn.sql.permission.C2D_MESSAGE,1
com.solomo.fgtime.permission.C2D_MESSAGE,1
com.solomo.fgtime.permission.MAPS_RECEIVE,1
com.solomo.stevetan.permission.C2D_MESSAGE,1
com.solomo.toyogo.permission.C2D_MESSAGE,1
com.solomo.toysrusmy.permission.C2D_MESSAGE,1
com.solomo.ypo2014.permission.C2D_MESSAGE,1
com.solomo.ypo2014.permission.MAPS_RECEIVE,1
com.solon.pushstock.permission.C2D_MESSAGE,1
com.soni.desi.radio.permission.C2D_MESSAGE,1
com.sony.evc.app.launcher.NOTIFICATION_MESSAGE_PERMISSION,1
com.sony.siddhu.permission.C2D_MESSAGE,1
com.sonyericsson.android.support.permission.REGISTRATION,1
com.sonyericsson.illumination.permission.ILLUMINATION,1
com.sonyericsson.permission.CONVERSATIONS_MESSAGE_NOTIFICATION_SERVICE,1
com.sonyericsson.permission.MUSICSERVICE,1
com.sophos.appprotectionmonitor.PERMISSION,1
com.sophos.smsec.PERMISSION,1
com.sothree.umano.permission.C2D_MESSAGE,1
com.soty.permission.C2D_MESSAGE,1
com.soundpipe.hotspot.permission.C2D_MESSAGE,1
com.spain.yaempleo.permission.C2D_MESSAGE,1
com.spamsmsfilter.permission.C2D_MESSAGE,1
com.span.permission.C2D_MESSAGE,1
com.specterinstruments.mobile911.permission.C2D_MESSAGE,1
com.sphinx.lolpics.permission.C2D_MESSAGE,1
com.spice.mziiki.permission.C2D_MESSAGE,1
com.spigo.yatzy.permission.C2D_MESSAGE,1
com.spinmaster.techdeck.permission.C2D_MESSAGE,1
com.spinnote.android.apps.people.parkwonsoon.permission.C2D_MESSAGE,1
com.splashpadmobile.crossword.permission.C2D_MESSAGE,1
com.splashpadmobile.greetingcard.permission.C2D_MESSAGE,1
com.splashpadmobile.jokes.permission.C2D_MESSAGE,1
com.splashpadmobile.lotto.permission.C2D_MESSAGE,1
com.splashpadmobile.mobiletogo.permission.C2D_MESSAGE,1
com.splashpadmobile.recipes.permission.C2D_MESSAGE,1
com.splashpadmobile.tattoos2.permission.C2D_MESSAGE,1
com.splashpadmobile.tattoos2.permission.MAPS_RECEIVE,1
com.splashpadmobile.wordsearch.permission.C2D_MESSAGE,1
com.splickit.amicis.permission.C2D_MESSAGE,1
com.splickit.generoasta.permission.C2D_MESSAGE,1
com.splickit.taco.permission.C2D_MESSAGE,1
com.splinxinc.splinx.permission.C2D_MESSAGE,1
com.splinxinc.splinx.permission.MAPS_RECEIVE,1
com.spokenbuzz.callsafelyfree.permission.C2D_MESSAGE,1
com.sport.football.messi.permission.C2D_MESSAGE,1
com.sport.football.ronaldo.permission.C2D_MESSAGE,1
com.sportdos.app.permission.C2D_MESSAGE,1
com.sports.wellness.permission.C2D_MESSAGE,1
com.springmedia.secretzadar.permission.MAPS_RECEIVE,1
com.sprint.trs.permission.C2D_MESSAGE,1
com.spusti.net.tv.permission.C2D_MESSAGE,1
com.squareenix.champman.permission.C2D_MESSAGE,1
com.squarei.goFrequent.permission.C2D_MESSAGE,1
com.sravanom.permission.C2D_MESSAGE,1
com.srp.bm.permission.C2D_MESSAGE,1
com.srp.father.permission.C2D_MESSAGE,1
com.srp.fife.permission.C2D_MESSAGE,1
com.srp.gun.permission.C2D_MESSAGE,1
com.srp.inrussia.permission.C2D_MESSAGE,1
com.srp.shutup.permission.C2D_MESSAGE,1
com.ssbooks.colorbook_christmas_googlemarket.permission.C2D_MESSAGE,1
com.sscts.permission.C2D_MESSAGE,1
com.ssnts.permission.C2D_MESSAGE,1
com.ssoft.gtalk.permission.C2D_MESSAGE,1
com.sss.st1.mn2u.activities.permission.C2D_MESSAGE,1
com.sss.st1.mn2u.activities.permission.MAPS_RECEIVE,1
com.sstrade.hitokplus2.permission.C2D_MESSAGE,1
com.stampfeet.client.android.permission.C2D_MESSAGE,1
com.stampfeet.client.android.permission.MAPS_RECEIVE,1
com.starhub.pfingotalk.permission.C2D_MESSAGE,1
com.starlight.BingoPharaoh.permission.C2D_MESSAGE,1
com.starlims.mobile.permission.C2D_MESSAGE,1
com.starmark.intra.permission.C2D_MESSAGE,1
com.startialab.taipeiebooks.permission.C2D_MESSAGE,1
com.startialab.taiwanebooks.permission.C2D_MESSAGE,1
com.stewdios.banana.permission.C2D_MESSAGE,1
com.stmkguide.permission.MAPS_RECEIVE,1
com.stopover.permission.C2D_MESSAGE,1
com.stopzilla.securitytrial.permission.C2D_MESSAGE,1
com.storm8.imobsters.permission.C2D_MESSAGE,1
com.storm8.kingdoms12.permission.C2D_MESSAGE,1
com.storymap.AndroidStoryMap.permission.MAPS_RECEIVE,1
com.storynet.permission.C2D_MESSAGE,1
com.strastar.dimeclub.permission.C2D_MESSAGE,1
com.stream.cz.app.permission.C2D_MESSAGE,1
com.streamingmob.thong.permission.C2D_MESSAGE,1
com.striker.sfnobhill.permission.C2D_MESSAGE,1
com.striker.winterset.permission.C2D_MESSAGE,1
com.studio5agencyllc.studio5agencyllc.permission.C2D_MESSAGE,1
com.studioidan.ladila.permission.C2D_MESSAGE,1
com.studiokuma.callfilter.permission.C2D_MESSAGE,1
com.study.copter.permission.C2D_MESSAGE,1
com.subapp.android.racing.permission.C2D_MESSAGE,1
com.subaruofcorvallis.dealerapp.permission.C2D_MESSAGE,1
com.subaruofcorvallis.dealerapp.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.ami.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.ami.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.buffiniandco.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.buffiniandco.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.buffiniandcompany.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.buffiniandcompany.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.calvarychapelworshipcenterhillsboro.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.calvarychapelworshipcenterhillsboro.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.calvarymid.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.calvarymid.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.eglisenouvellevie.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.eglisenouvellevie.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.elevationchurch.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.elevationchurch.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.emmanuelbaptistchurch.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.emmanuelbaptistchurch.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.gatewaycitychurch.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.gatewaycitychurch.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.klife.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.klife.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.needprayer.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.needprayer.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.pibcuritiba.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.pibcuritiba.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.s_4C5DXV.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.s_4C5DXV.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.s_98F762.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.s_98F762.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.s_FGXVFS.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.s_FGXVFS.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.s_NDBTFG.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.s_NDBTFG.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.standrewunitedmethodistchurch.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.standrewunitedmethodistchurch.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.thedove.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.thedove.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.unlockingthebible.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.unlockingthebible.permission.MAPS_RECEIVE,1
com.subsplash.thechurchapp.victoriouslifechurch.permission.C2D_MESSAGE,1
com.subsplash.thechurchapp.victoriouslifechurch.permission.MAPS_RECEIVE,1
com.successtrace.angermanagement.permission.C2D_MESSAGE,1
com.successtrace.fixpainapp.permission.C2D_MESSAGE,1
com.successtrace.stopsmokingapp.permission.C2D_MESSAGE,1
com.successtrace.weightlossapp.permission.C2D_MESSAGE,1
com.suggarapps.uwiguild.permission.C2D_MESSAGE,1
com.sulekha.nri.permission.C2D_MESSAGE,1
com.sum2013.permission.C2D_MESSAGE,1
com.sunfinity.towerstack.kakao.permission.C2D_MESSAGE,1
com.sunflowerlangenhagen.sunflowerlangenhagen.permission.C2D_MESSAGE,1
com.sungardps.plus360admin.permission.C2D_MESSAGE,1
com.sunshine.wei.permission.C2D_MESSAGE,1
com.suntrust.mobilebanking.permission.MAPS_RECEIVE,1
com.suntrust.tablet.permission.MAPS_RECEIVE,1
com.superappsbaker.t20worldcup.cricket.permission.C2D_MESSAGE,1
com.superchargeintl.skincare1.permission.C2D_MESSAGE,1
com.superfanu.bbnation.permission.C2D_MESSAGE,1
com.superfanu.easternmichigan.permission.C2D_MESSAGE,1
com.superfanu.kcd.permission.C2D_MESSAGE,1
com.superfanu.northwestcatholic.permission.C2D_MESSAGE,1
com.superfanu.westflorida.permission.C2D_MESSAGE,1
com.surequitous.suretalk.permission.C2D_MESSAGE,1
com.surfmerchants.PushNotes.permission.C2D_MESSAGE,1
com.surin.lakorntvreplay.permission.C2D_MESSAGE,1
com.surpax.ledflashlight.panel.permission.C2D_MESSAGE,1
com.surpax.ledflashlight.us.permission.C2D_MESSAGE,1
com.susoft.CJONmart.permission.C2D_MESSAGE,1
com.suvan.heeraerp_dsa.C2D_MESSAGE,1
com.suvsoft.mose.pro.corporation.permission.C2D_MESSAGE,1
com.suvsoft.mose.pro.modem.permission.C2D_MESSAGE,1
com.suzyapp.movie.maker.videostudio.free.permission.C2D_MESSAGE,1
com.suzyapp.video.chat.calling.free.permission.C2D_MESSAGE,1
com.suzyapp.video.editor.movie.maker.pro.permission.C2D_MESSAGE,1
com.svbt.s1mobile.permission.MAPS_RECEIVE,1
com.swedenrock.app.permission.C2D_MESSAGE,1
com.swedenrock.app.permission.MAPS_RECEIVE,1
com.sweetjack.permission.C2D_MESSAGE,1
com.swing.cbraceforkakao.permission.C2D_MESSAGE,1
com.swing.sayhi2.permission.C2D_MESSAGE,1
com.swing.travelmate.permission.C2D_MESSAGE,1
com.swingmobility.permission.C2D_MESSAGE,1
com.swingmobility.swingmobile.permission.MAPS_RECEIVE,1
com.swisscom.openairbuddy.gurten.permission.C2D_MESSAGE,1
com.sydneyuniversityfootballclub.permission.C2D_MESSAGE,1
com.symbol.emdk.permission.EMDK,1
com.sync.energisa.permission.C2D_MESSAGE,1
com.synchdroid.csp.permission.C2D_MESSAGE,1
com.synchroteam.synchroteam.permission.C2D_MESSAGE,1
com.syndication.ZigZag.permission.C2D_MESSAGE,1
com.syndication.ZigZagAjaccio.permission.C2D_MESSAGE,1
com.syndicationradio.syndicatio.only1.permission.C2D_MESSAGE,1
com.szhp.szhp2.permission.MAPS_RECEIVE,1
com.t5online.hanfilmfest.permission.C2D_MESSAGE,1
com.t5online.hanfilmfest.pushservice,1
com.t8200.noriapp.permission.C2D_MESSAGE,1
com.ta.tfg.permission.C2D_MESSAGE,1
com.tacong.kowaihanashi1.android.permission.EpisodeContent,1
com.taebee.tbtaekwondo.permission.C2D_MESSAGE,1
com.taiwanmobile.pt.customerservice.permission.C2D_MESSAGE,1
